function_name,arguments,payable,override,virtual,visibility,state-changing,modifiers,returns,path,contract_id,protocol
calcCurrLockMultiplier,"""address account, uint256 nft_id""",False,False,False,public,view,,uint256 midpoint_lock_multiplier,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
calcCurCombinedWeight,"""address account""",False,True,False,public,view,"uint256, old_combined_weight, uint256, new_vefxs_multiplier, uint256, new_combined_weight, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
lockedNFTsOf,"""address account""",False,False,False,external,view,,LockedNFT[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
lockedNFTsOfLength,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
_getStake,"""address staker_address, uint256 token_id""",False,False,False,internal,view,,"LockedNFT memory locked_nft, uint256 arr_idx",protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
stakeLocked,"""uint256 token_id, uint256 secs""",False,False,False,external,state-changing,"nonReentrant, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
withdrawLocked,"""uint256 token_id, address destination_address, bool claim_rewards""",False,False,False,external,state-changing,"nonReentrant, ",uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
_getRewardExtraLogic,"""address rewardee, address destination_address""",False,True,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
recoverERC721,"""address tokenAddress, uint256 token_id""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUnifiedFarm_UniV3.sol,FraxUnifiedFarm_UniV3,frax-solidity
lastTimeYieldApplicable,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
yieldPerVeFXS,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
earned,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
getYieldForDuration,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
_checkpointUser,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
_syncEarned,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
checkpoint,"""""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
getYield,"""""",False,False,False,external,state-changing,"nonReentrant, notYieldCollectionPaused, checkpointUser, msg, sender, ",uint256 yield0,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
retroCatchUp,"""""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
sync,"""""",False,False,False,public,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
recoverERC20,"""address tokenAddress, uint256 tokenAmount""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
setYieldDuration,"""uint256 _yieldDuration""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
initializeDefault,"""""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
greylistAddress,"""address _address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
setPauses,"""bool _yieldCollectionPaused""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
setYieldRate,"""uint256 _new_rate0, bool sync_too""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
setTimelock,"""address _new_timelock""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV2.sol,veFXSYieldDistributorV2,frax-solidity
fractionParticipating,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
eligibleCurrentVeFXS,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
lastTimeYieldApplicable,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
yieldPerVeFXS,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
earned,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
getYieldForDuration,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
_checkpointUser,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
_syncEarned,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
checkpoint,"""""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
getYield,"""""",False,False,False,external,state-changing,"nonReentrant, notYieldCollectionPaused, checkpointUser, msg, sender, ",uint256 yield0,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
retroCatchUp,"""""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
sync,"""""",False,False,False,public,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
recoverERC20,"""address tokenAddress, uint256 tokenAmount""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
setYieldDuration,"""uint256 _yieldDuration""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
initializeDefault,"""""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
greylistAddress,"""address _address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
setPauses,"""bool _yieldCollectionPaused""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
setYieldRate,"""uint256 _new_rate0, bool sync_too""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
setTimelock,"""address _new_timelock""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributorV3.sol,veFXSYieldDistributorV3,frax-solidity
fractionParticipating,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
lastTimeYieldApplicable,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
yieldPerVeFXS,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
earned,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
getYieldForDuration,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
_checkpointUser,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
checkpoint,"""""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
getYield,"""""",False,False,False,external,state-changing,"nonReentrant, notYieldCollectionPaused, checkpointUser, msg, sender, ",uint256 yield0,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
renewIfApplicable,"""""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
retroCatchUp,"""""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
sync,"""""",False,False,False,public,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
recoverERC20,"""address tokenAddress, uint256 tokenAmount""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
setYieldDuration,"""uint256 _yieldDuration""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
initializeDefault,"""""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
greylistAddress,"""address _address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
setPauses,"""bool _yieldCollectionPaused""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
setYieldRate,"""uint256 _new_rate0, bool sync_too""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
setOwner,"""address _owner_address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
setTimelock,"""address _new_timelock""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/veFXSYieldDistributor.sol,veFXSYieldDistributor,frax-solidity
isTokenManagerFor,"""address caller_addr, address reward_token_addr""",False,False,False,public,view,,bool,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
getRewardSymbols,"""""",False,False,False,external,view,,string[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
getAllRewardTokens,"""""",False,False,False,external,view,,address[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lastTimeRewardApplicable,"""""",False,False,False,internal,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
rewardRates,"""uint256 token_idx""",False,False,False,public,view,,uint256 rwd_rate,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
rewardsPerToken,"""""",False,False,False,public,view,,uint256[] memory newRewardsPerTokenStored,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
earned,"""address account""",False,False,False,public,view,,uint256[] memory new_earned,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
getRewardForDuration,"""""",False,False,False,external,view,,uint256[] memory rewards_per_duration_arr,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
totalLiquidityLocked,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockedLiquidityOf,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
totalCombinedWeight,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
combinedWeightOf,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
calcCurCombinedWeight,"""address account""",False,False,False,public,view,"uint256, old_combined_weight, uint256, new_vefxs_multiplier, uint256, new_combined_weight, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockedStakesOf,"""address account""",False,False,False,external,view,,LockedStake[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockedStakesOfMultiArr,"""address account""",False,False,False,external,view,"bytes32, memory, kek_ids, uint256, memory, start_timestamps, uint256, memory, liquidities, uint256, memory, ending_timestamps, uint256, memory, lock_multipliers, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockedStakesOfLength,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockMultiplier,"""uint256 secs""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
userStakedFrax,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
fraxPerLPToken,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
minVeFXSForMaxBoost,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
veFXSMultiplier,"""address account""",False,False,False,public,view,,uint256 vefxs_multiplier,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
checkUniV3NFT,"""uint256 token_id, bool fail_if_false""",False,False,False,internal,view,,"bool is_valid, uint256 liquidity, int24 tick_lower, int24 tick_upper",protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
stakerAllowMigrator,"""address migrator_address""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
stakerDisallowMigrator,"""address migrator_address""",False,False,False,external,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
_updateRewardAndBalance,"""address account, bool sync_too""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
_syncEarned,"""address account""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
_getStake,"""address staker_address, bytes32 kek_id""",False,False,False,internal,view,,"LockedStake memory locked_stake, uint256 arr_idx",protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
extendLockTime,"""bytes32 kek_id, uint256 new_ending_ts""",False,False,False,public,state-changing,"updateRewardAndBalance, msg, sender, true, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
lockAdditional,"""bytes32 kek_id, uint256 addl_amt""",False,False,False,public,state-changing,"updateRewardAndBalance, msg, sender, true, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
stakeLocked,"""uint256 token_id, uint256 secs""",False,False,False,external,state-changing,"nonReentrant, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
withdrawLocked,"""bytes32 kek_id""",False,False,False,external,state-changing,"nonReentrant, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
getReward,"""""",False,False,False,external,state-changing,"nonReentrant, ",uint256[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
_getReward,"""address rewardee, address destination_address""",False,False,False,internal,state-changing,"updateRewardAndBalance, rewardee, true, ",uint256[] memory rewards_before,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
retroCatchUp,"""""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
_updateStoredRewardsAndTime,"""""",False,False,False,internal,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
sync_gauge_weights,"""bool force_update""",False,False,False,public,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
sync,"""""",False,False,False,public,state-changing,,,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
migrator_stakeLocked_for,"""address staker_address, uint256 amount, uint256 secs, uint256 start_timestamp""",False,False,False,external,state-changing,"isMigrating, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
migrator_withdraw_locked,"""address staker_address, bytes32 kek_id""",False,False,False,external,state-changing,"isMigrating, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
greylistAddress,"""address _address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
unlockStakes,"""""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
toggleMigrations,"""""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
addMigrator,"""address migrator_address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
removeMigrator,"""address migrator_address""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
set_veFXSBoostDelegationProxy,"""address _dlg_pxy_addr""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
recoverERC20,"""address tokenAddress, uint256 tokenAmount""",False,False,False,external,state-changing,"onlyTknMgrs, tokenAddress, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
recoverERC721,"""address tokenAddress, uint256 token_id""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
setLockedStakeTimeForMinAndMaxMultiplier,"""uint256 _lock_time_for_max_multiplier, uint256 _lock_time_min""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
setTWAP,"""uint32 _new_twap_duration""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
setTimelock,"""address _new_timelock""",False,False,False,external,state-changing,"onlyByOwnGov, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
setRewardRate,"""address reward_token_address, uint256 new_rate, bool sync_too""",False,False,False,external,state-changing,"onlyTknMgrs, reward_token_address, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
setGaugeController,"""address reward_token_address, address _rewards_distributor_address, address _gauge_controller_address, bool sync_too""",False,False,False,external,state-changing,"onlyTknMgrs, reward_token_address, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
changeTokenManager,"""address reward_token_address, address new_manager_address""",False,False,False,external,state-changing,"onlyTknMgrs, reward_token_address, ",,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxUniV3Farm_V2.sol,FraxUniV3Farm_Stable,frax-solidity
totalLiquidityLocked,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
lockedLiquidityOf,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
totalCombinedWeight,"""""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
combinedWeightOf,"""address account""",False,False,False,external,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
lockedStakesOf,"""address account""",False,False,False,external,view,,LockedStake[] memory,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
lockMultiplier,"""uint256 secs""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
lastTimeRewardApplicable,"""""",False,False,False,internal,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
fraxPerLPToken,"""""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
userStakedFrax,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
minVeFXSForMaxBoost,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
veFXSMultiplier,"""address account""",False,False,False,public,view,,uint256,protocols/frax-solidity/src/hardhat/old_contracts/Staking/FraxCrossChainFarmSushi.sol,FraxCrossChainFarmSushi,frax-solidity
